菜谱,菜谱链接,用料,评分,用户,图片,菜系,用料数
鲤鱼豆腐汤。,https://www.douguo.com/cookbook/1517957.html,"内脂豆腐,鲤鱼,波菜,虾丸,盐,葱,姜,蒜,大料",5.0,阴夫人私房菜,https://cp1.douguo.com/upload/caiku/0/8/d/400x266_08d28d43a506dd7e069b7a91e975ae6d.jpg,浙菜,9
清蒸武昌鱼,https://www.douguo.com/cookbook/1514058.html,"武昌鱼,枸杞,葱,姜,油,盐,蒸鱼豉油,小米辣",5.0,逸塵,https://cp1.douguo.com/upload/caiku/8/7/1/400x266_873d536ff06b7e5f65f7d2954ccedef1.jpg,浙菜,8
扁尖烧毛豆,https://www.douguo.com/cookbook/1616398.html,"扁尖,毛豆",5.0,花晨月夕23,https://cp1.douguo.com/upload/caiku/5/1/4/400x266_51078c28b6339dd4ce9b42d1fbdc7ef4.jpg,浙菜,2
山药红枣甜汤,https://www.douguo.com/cookbook/1506524.html,"山药,红枣,冰糖,淀粉",5.0,Yumininini,https://cp1.douguo.com/upload/caiku/8/e/3/400x266_8e820a74c9fc145eedc99c503f59b563.jpeg,浙菜,4
嵊州特色炒年糕,https://www.douguo.com/cookbook/1506456.html,"嵊州年糕,鸡蛋,雪菜,肉丝,豆腐,蘑菇,青蒜,油,蒜,盐,鸡粉（或味精）",5.0,Wznsl宝宝,https://cp1.douguo.com/upload/caiku/7/6/5/400x266_76e80ce73c48d048d9ed2f77eda1cf75.jpeg,浙菜,11
炒菠菜,https://www.douguo.com/cookbook/1518707.html,"菠菜,枸杞,大蒜,盐,酱油",4.0,郭元奕,https://cp1.douguo.com/upload/caiku/a/0/f/400x266_a04607a5d594dd9039837795b824ff0f.jpg,浙菜,5
蜡肠炒红萝卜,https://www.douguo.com/cookbook/1505544.html,"蜡肠,红萝卜,生抽,盐,香菜,生姜切片,蚝油,白糖,锭粉",4.0,储存恩恩的美食d小角落,https://cp1.douguo.com/upload/caiku/6/3/7/400x266_63a20924c295b6857fbcc728f5fa1227.jpg,浙菜,9
六月黄大闸蟹炒年糕,https://www.douguo.com/cookbook/1705059.html,"毛蟹,年糕,面粉,葱姜,糖,生抽,老抽,料酒,甜面酱,洋葱,蚝油",5.0,美食摄影师李平,https://cp1.douguo.com/upload/caiku/a/4/1/400x266_a4e78cd2fd638f00ce35b20cd6afe631.jpeg,浙菜,11
糯米藕,https://www.douguo.com/cookbook/2074372.html,"藕,圆粒糯米,冰糖,红糖,水,小红枣",5.0,海澜月影,https://cp1.douguo.com/upload/caiku/1/9/1/400x266_190eea8b83ad55ee87f0787add27c2d1.jpg,浙菜,6
凉拌莴笋丝,https://www.douguo.com/cookbook/1503815.html,"莴笋,盐,芝麻油,辣椒油,味精",5.0,美丽心情8888,https://cp1.douguo.com/upload/caiku/1/8/6/400x266_1807f147908a698cb4e9d365c1ad34b6.jpg,浙菜,5
新年糖糕,https://www.douguo.com/cookbook/1506574.html,"橘皮,糯米粉,籼米粉,红糖",5.0,林英,https://cp1.douguo.com/upload/caiku/c/5/6/400x266_c59ce86b51c5a10bf1695374c2006806.jpg,浙菜,4
东坡肉-#一机多能 一席饪选#,https://www.douguo.com/cookbook/1550936.html,"五花肉,蜂蜜,生抽,黄酒,胡椒粉,香葱,生姜,五香粉,蚝油,黄豆酱,油菜,芝麻",5.0,姹紫嫣红529,https://cp1.douguo.com/upload/caiku/5/f/f/400x266_5f55bd6809ebf3c9e04b346ffabf645f.jpeg,浙菜,12
西湖醋鱼#鲜的团圆味#,https://www.douguo.com/cookbook/1505343.html,"鲈鱼,味事达味极鲜,米醋,生姜,料酒,白糖,喼汁,番茄酱,葱,盐",5.0,chang嫦,https://cp1.douguo.com/upload/caiku/8/0/3/400x266_8083a9f65eb546415dca6906acab4853.jpg,浙菜,10
炸藕盒,https://www.douguo.com/cookbook/1516763.html,"莲藕,内馅：,鸡蛋,花椒粉,盐,面粉,淀粉,葱,姜",5.0,A于小小厨,https://cp1.douguo.com/upload/caiku/2/7/5/400x266_27fc7b02e2870302f2fe4ee233db9f85.jpeg,浙菜,9
新年小甜点—糯米红枣心太软,https://www.douguo.com/cookbook/1117975.html,"红枣（新疆楼兰枣）,水磨糯米粉,冰糖粉（白砂糖）,开水,小号水果刀（厨房剪）",4.7,深蓝小米粥,https://cp1.douguo.com/upload/caiku/2/1/a/400x266_2198d7bdb5e79f9db1d68e69afde0c5a.jpg,浙菜,5
芦笋炒鸡蛋,https://www.douguo.com/cookbook/1371684.html,"鸡蛋,芦笋",4.8,多幸福多快乐,https://cp1.douguo.com/upload/caiku/3/a/a/400x266_3a2f08353fa5a81abb4df4cc7c2b854a.jpg,浙菜,2
糖桂花猫爪汤圆,https://www.douguo.com/cookbook/1048833.html,"糯米粉,可可粉,糖粉,红色色素,糖桂花,温水",4.6,Joer‘skitchen,https://cp1.douguo.com/upload/caiku/5/9/5/400x266_596cb72f83ac864aeb6f253aec695fe5.jpg,浙菜,6
心太软,https://www.douguo.com/cookbook/1344702.html,"红枣,糯米粉,水",4.7,快乐莲子粥,https://cp1.douguo.com/upload/caiku/5/0/f/400x266_50325e260d766860d5d84f9c901a43ff.jpeg,浙菜,3
家乡炒芋头,https://www.douguo.com/cookbook/790869.html,"芋头,洋葱,红椒",4.8,缘豆儿,https://cp1.douguo.com/upload/caiku/f/3/6/400x266_f3a4f36222b019ef09c56c587d5a7d36.jpg,浙菜,3
香菇肉片#我买新鲜味#,https://www.douguo.com/cookbook/1446802.html,"鲜香菇,猪肉（瘦）",4.7,zy宝妈小厨,https://cp1.douguo.com/upload/caiku/0/c/2/400x266_0c67259ec377cb10a58ae550c3e78802.jpg,浙菜,2
荷塘小炒,https://www.douguo.com/cookbook/1365759.html,"莲藕,胡萝卜,荷兰豆,木耳,生抽,油,盐,糖,葱",4.9,幸福小精灵静静,https://cp1.douguo.com/upload/caiku/8/8/c/400x266_881b2688b75a17eb89b344bcdb89bbdc.jpeg,浙菜,9
香酥鸡排,https://www.douguo.com/cookbook/1351465.html,"鸡胸肉,面包糠,鸡蛋,玉米淀粉,料酒,生抽,盐,胡椒粉,蚝油",4.9,AIKO淘,https://cp1.douguo.com/upload/caiku/6/e/8/400x266_6e9781ee990efef43dfd03259ccf3308.jpg,浙菜,9
油焖笋,https://www.douguo.com/cookbook/213988.html,春笋,4.8,艺朵儿五味家宴,https://cp1.douguo.com/upload/caiku/9/7/a/400x266_97febe5a2ad9b260d98c4b88ccdcd69a.jpg,浙菜,1
板栗红烧肉,https://www.douguo.com/cookbook/188590.html,"去皮板栗,五花肉",4.8,坨坨妈,https://cp1.douguo.com/upload/caiku/1/b/b/400x266_1b5c5d9776e61477a1249fcbeaeadf8b.jpeg,浙菜,2
【干海参泡发攻略】,https://www.douguo.com/cookbook/1106151.html,"干海参,清水",4.7,糖小饼,https://cp1.douguo.com/upload/caiku/6/3/a/400x266_63ba7106258a3b41648cf34bf97508ea.jpg,浙菜,2
红焖猪蹄,https://www.douguo.com/cookbook/1397443.html,"猪前蹄,红烧酱油,料酒,冰糖,生姜,盐,油,白胡椒粉,八角,花椒",4.7,飘泊的湖,https://cp1.douguo.com/upload/caiku/3/4/a/400x266_34ea169b79de8c8e76e699e96cc5c67a.jpeg,浙菜,10
【糖醋里脊】口味从它开始改变,https://www.douguo.com/cookbook/1324118.html,"里脊肉,鸡蛋,油,面粉,淀粉,胡椒粉,料酒,盐,米醋,番茄酱,蒜",4.9,King麻麻,https://cp1.douguo.com/upload/caiku/d/3/2/400x266_d3ba6b220c0a16adea63675cb1612132.jpeg,浙菜,11
新年宴客菜之 粉蒸排骨（粉蒸肉）,https://www.douguo.com/cookbook/208786.html,"排骨,香菇",4.6,机器猫的老婆,https://cp1.douguo.com/upload/caiku/f/6/f/400x266_f614d9926a0277c82ed5be359c6598ef.jpg,浙菜,2
怎样用平底锅做女人和小孩最爱的中式点心--【黄金玉米烙】,https://www.douguo.com/cookbook/1065495.html,新鲜玉米,4.9,海燕的厨房,https://cp1.douguo.com/upload/caiku/3/8/f/400x266_38b5228d9ab8cdf6f25479fd4aafa12f.jpg,浙菜,1
糖醋大剥皮鱼,https://www.douguo.com/cookbook/1464229.html,"大剥皮鱼,生姜,香葱,食用油,盐,料酒,生抽,白糖,陈醋,番茄酱,淀粉",4.6,doreen2015,https://cp1.douguo.com/upload/caiku/a/e/2/400x266_ae2a423fb605b98b3cacf36f215f80c2.jpg,浙菜,11
芹菜木耳炒肉片,https://www.douguo.com/cookbook/1331157.html,"芹菜,泡发干木耳,猪肉,葱末,蒜末,生抽酱油,盐",4.6,Isabella2015,https://cp1.douguo.com/upload/caiku/f/0/1/400x266_f0eac9025df73a86d3ed486f745befb1.jpg,浙菜,7
爆炒花甲,https://www.douguo.com/cookbook/1440659.html,"花甲,姜,大葱,蒜,小米辣,豆瓣酱,老抽,青花椒,红花椒,泡椒,泡姜,芹菜,油,鸡精,干辣椒",4.8,Amy是大姐姐,https://cp1.douguo.com/upload/caiku/c/7/0/400x266_c72d35b25293ced768b71b4b7e505060.jpeg,浙菜,15
陈皮糖醋排骨,https://www.douguo.com/cookbook/983719.html,排骨,4.4,豌豆颠,https://cp1.douguo.com/upload/caiku/6/7/6/400x266_671cb15a5561be1fb3a93c9a5e262066.jpg,浙菜,1
【文蛤蒸蛋】,https://www.douguo.com/cookbook/729359.html,"文蛤,鸡蛋,清水",4.8,糖小饼,https://cp1.douguo.com/upload/caiku/e/c/f/400x266_ec09c0d2a6b4ab0ca26368a7bdfb935f.jpg,浙菜,3
毛豆炒虾仁,https://www.douguo.com/cookbook/1401522.html,"毛豆,鲜虾仁,红椒,剁椒,盐,鸡精,胡椒粉,水淀粉,姜丝蒜末",4.8,平淡一生yan,https://cp1.douguo.com/upload/caiku/4/1/8/400x266_41db45bcd459bc5b68db371ae0cc9da8.jpg,浙菜,9
糖醋杏鲍菇,https://www.douguo.com/cookbook/1217423.html,杏鲍菇,4.9,香儿厨房,https://cp1.douguo.com/upload/caiku/a/3/b/400x266_a34575d347f1d8ddb1c4678951a6f5db.jpg,浙菜,1
素炒豆芽,https://www.douguo.com/cookbook/1426151.html,黄豆芽,4.8,寻找桃花岛,https://cp1.douguo.com/upload/caiku/e/6/b/400x266_e6c175f9b6b97fd70e427a2d80ead05b.jpg,浙菜,1
花菇乌鸡汤,https://www.douguo.com/cookbook/1047327.html,乌鸡,4.9,牛妈厨房,https://cp1.douguo.com/upload/caiku/5/d/2/400x266_5dbb6efeb701dfa397ffcbd4e9dd4452.jpg,浙菜,1
糖霜花生,https://www.douguo.com/cookbook/1330991.html,"生的花生米,白糖（依个人口味）,白水,淀粉（依个人口味）",4.8,六六妈要变辣妈,https://cp1.douguo.com/upload/caiku/8/d/7/400x266_8dba6e51e30cc0b045e748afc14d00b7.jpg,浙菜,4
养颜美容～皂角米桃胶银耳羹,https://www.douguo.com/cookbook/820137.html,"银耳,皂角米,桃胶,冰糖适量",4.9,悠悠小厨,https://cp1.douguo.com/upload/caiku/5/0/8/400x266_50aaba270dde4caa53db815c324cd0c8.jpg,浙菜,4
酸辣土豆丝,https://www.douguo.com/cookbook/1418809.html,"土豆,青椒,红椒,大蒜头,花椒,干红辣椒",4.6,清晨曳雨,https://cp1.douguo.com/upload/caiku/9/f/e/400x266_9fc76a89546c0f8e8013a63c6a88c15e.jpg,浙菜,6
糖醋菜中具有代表性的传统菜---糖醋排骨,https://www.douguo.com/cookbook/179715.html,排骨,4.7,斯佳丽,https://cp1.douguo.com/upload/caiku/3/9/1/400x266_399dc1da8e65c0003e3fd77d2d259321.jpg,浙菜,1
梅干菜干煸刀豆（四季豆）,https://www.douguo.com/cookbook/714727.html,"刀豆（四季豆）,梅干菜干",4.6,猴子叔,https://cp1.douguo.com/upload/caiku/7/b/4/400x266_7b719360c12fad47201d94890bef46d4.jpg,浙菜,2
平菇炒肉片,https://www.douguo.com/cookbook/1110307.html,"平菇,猪瘦肉,青蒜,干辣椒,大蒜,姜",4.7,熠86427,https://cp1.douguo.com/upload/caiku/6/a/2/400x266_6ab369267739d9e3a102226214226962.jpg,浙菜,6
香菇肉片,https://www.douguo.com/cookbook/1347186.html,"新鲜香菇,梅头肉,姜片,胡椒粉,酱油,蚝油,指天椒,盐,料酒",4.8,爱生活的馋猫,https://cp1.douguo.com/upload/caiku/a/1/9/400x266_a1c5e7902930fbc14b156720a29213a9.jpg,浙菜,9
梭子蟹炒年糕-拿手私房菜分享,https://www.douguo.com/cookbook/1392593.html,"年糕,梭子蟹,葱姜蒜,生抽及老抽,蚝油,五香粉,料酒,剁椒,小香葱和芝麻",4.8,CAKEBAI小白姐姐,https://cp1.douguo.com/upload/caiku/f/f/0/400x266_ff49e89494973160231a1f9c65945b80.jpeg,浙菜,9
胡萝卜香菇炖鸡,https://www.douguo.com/cookbook/1293393.html,"鸡,干香菇,胡萝卜,青椒,姜,蒜",4.8,JUJURAI,https://cp1.douguo.com/upload/caiku/7/0/0/400x266_70601280c662b68f8bed11311c646df0.jpg,浙菜,6
韭黄炒鸡蛋,https://www.douguo.com/cookbook/1297307.html,"韭黄,鸡蛋,植物油,盐",4.8,纳木措畔的曼陀罗,https://cp1.douguo.com/upload/caiku/3/d/2/400x266_3de5553cbc9c31c08f1bc691f6bd2072.jpeg,浙菜,4
榨菜肉末蒸豆腐#方太蒸爱行动#,https://www.douguo.com/cookbook/1418636.html,"水豆腐,肉末,榨菜,水发香菇,美人椒,小葱,蒜瓣,蚝油,酱油,甜面酱,米酒,胡椒粉,盐",4.8,六月荷塘,https://cp1.douguo.com/upload/caiku/c/e/e/400x266_ce0b7d2444a28150a4cc6fc37094f7ee.jpg,浙菜,13
冬瓜双豆,https://www.douguo.com/cookbook/783391.html,"冬瓜,豌豆,黄豆,胡萝卜",4.7,缘豆儿,https://cp1.douguo.com/upload/caiku/b/2/6/400x266_b2c911b8cb34b688e887559f46fc2156.jpg,浙菜,4
洋芋凤尾虾球#新年一起下厨#,https://www.douguo.com/cookbook/1323207.html,"土豆,虾,酱油,面粉,盐",4.3,营养师一叶美食,https://cp1.douguo.com/upload/caiku/5/e/0/400x266_5e8e95edd20e8723ec2d501e732fc000.jpg,浙菜,5
温州糖醋排骨（请结合温州酥排骨的做法）,https://www.douguo.com/cookbook/706802.html,"炸好的排骨,白糖,米醋或白醋,蕃茄酱,苏梅酱,淀粉,水,白芝麻",4.7,啊瑜佬,https://cp1.douguo.com/upload/caiku/9/7/7/400x266_978097e7bc02e69056ec9a1f4409e997.jpg,浙菜,8
凉拌藕片,https://www.douguo.com/cookbook/701931.html,鲜藕,4.6,张平营养师,https://cp1.douguo.com/upload/caiku/e/d/0/400x266_ed2b03a586949fc4ca10d4225fe3cdd0.jpg,浙菜,1
菌菇炒肉片,https://www.douguo.com/cookbook/1418305.html,"秀珍菌菇,猪瘦肉",4.8,zy宝妈小厨,https://cp1.douguo.com/upload/caiku/f/9/b/400x266_f992ff7e7aa6cfcb3bbc89a14bec31eb.jpg,浙菜,2
蘑菇肉片,https://www.douguo.com/cookbook/1297778.html,"蘑菇,肉片,蒜,葱,酱油,盐",4.7,小舞Dora,https://cp1.douguo.com/upload/caiku/8/1/4/400x266_81131dd10226986ec04b752c6cbd20d4.jpeg,浙菜,6
白切肉,https://www.douguo.com/cookbook/273709.html,五花肉,4.8,蓝纹乳酪,https://cp1.douguo.com/upload/caiku/c/d/2/400x266_cd8485d375471308d2063d50b48aa3f2.jpg,浙菜,1
排骨两吃-糖醋排骨,https://www.douguo.com/cookbook/200340.html,排骨,4.7,Sara412,https://cp1.douguo.com/upload/caiku/5/b/d/400x266_5ba7c7e71dcac3e99bc91442f1365bbd.jpg,浙菜,1
椰蓉南瓜牛奶小方,https://www.douguo.com/cookbook/1428390.html,"熟老黄瓜泥,纯牛奶,玉米淀粉,白砂糖,椰蓉",4.7,阅宝麻麻,https://cp1.douguo.com/upload/caiku/2/7/f/400x266_2792b50f507bede27a9e32eee2ae656f.jpg,浙菜,5
昂刺鱼烧豆腐,https://www.douguo.com/cookbook/818012.html,"昂刺鱼,嫩豆腐",4.8,魅力小煮,https://cp1.douguo.com/upload/caiku/0/1/1/400x266_01d9ef5243e8586f666a39fcafb90e31.jpg,浙菜,2
清蒸平鱼,https://www.douguo.com/cookbook/1336692.html,"平鱼,橄榄油,蒸鱼豉油,葱,姜,白酒,花椒,盐",4.9,迷路了问问道,https://cp1.douguo.com/upload/caiku/1/9/8/400x266_1956f077d8ff8a1a2c2ab8d8f6685118.jpg,浙菜,8
简单三步get最正宗的琥珀核桃#健身修复食谱#,https://www.douguo.com/cookbook/1422174.html,核桃仁,4.8,超食控,https://cp1.douguo.com/upload/caiku/1/0/2/400x266_106500710d791245f1764824f26ec362.jpg,浙菜,1
糖醋小排,https://www.douguo.com/cookbook/176292.html,猪肋排,4.5,食尚小米,https://cp1.douguo.com/upload/caiku/f/4/8/400x266_f4734c3e2975a8533771f7055b0e01c8.jpg,浙菜,1
手撕杏鲍菇煎蛋,https://www.douguo.com/cookbook/808976.html,"杏鲍菇,笨鸡蛋",4.6,心清似水淡若云,https://cp1.douguo.com/upload/caiku/6/e/8/400x266_6e21cadd91debf5b38d37fbf125ba5e8.jpg,浙菜,2
糖醋里脊＃MEYER·焕新厨房，唤醒美味＃,https://www.douguo.com/cookbook/1457627.html,"猪里脊,腌肉用盐,腌肉用白糖,腌肉用料酒,腌肉用鸡蛋,裹肉用淀粉",4.9,meggy跳舞的苹果,https://cp1.douguo.com/upload/caiku/e/9/d/400x266_e9916caf98058bcf722e9ff0235493fd.jpg,浙菜,6
家常清蒸鲈鱼 宝宝辅食微课堂,https://www.douguo.com/cookbook/1389487.html,鲈鱼,5.0,宝宝辅食微课堂,https://cp1.douguo.com/upload/caiku/b/2/7/400x266_b20d18f5c785e491cb9c63389a8b73c7.jpg,浙菜,1
糖醋排骨,https://www.douguo.com/cookbook/168028.html,排骨,4.6,居然,https://cp1.douguo.com/upload/caiku/3/8/3/400x266_3806b9106cb38dd9a5af47587182e3e3.jpg,浙菜,1
香煎小鲳鱼,https://www.douguo.com/cookbook/996888.html,小鲳鱼,4.8,缘豆儿,https://cp1.douguo.com/upload/caiku/e/f/6/400x266_ef6b12ecd50be80ece879604d6caa766.jpg,浙菜,1
熘肝尖#夏日清爽家常菜#,https://www.douguo.com/cookbook/1416019.html,"猪肝,黄瓜,胡萝卜,油,盐,葱,姜,酱油",4.4,幸福小精灵静静,https://cp1.douguo.com/upload/caiku/5/4/3/400x266_546f3a0e17478b80d4e5def3d78eed13.jpeg,浙菜,8
本帮素鸡,https://www.douguo.com/cookbook/666439.html,"素鸡,八角,桂皮,姜,葱,料酒,糖",4.9,猴子叔,https://cp1.douguo.com/upload/caiku/3/7/1/400x266_378ebd53d0bdca2c4b479abc5d352881.jpg,浙菜,7
番茄烩豆腐,https://www.douguo.com/cookbook/993125.html,"北豆腐,中型红番茄,芹菜,洋葱",4.6,静默成诗,https://cp1.douguo.com/upload/caiku/0/d/d/400x266_0dd545b757b78bf6d564c7d7631a5fbd.jpg,浙菜,4
清蒸鲍鱼,https://www.douguo.com/cookbook/759590.html,鲍鱼,4.7,健忘小猫,https://cp1.douguo.com/upload/caiku/4/1/8/400x266_41702ef9754e5b7d1e1824592b31bf68.jpg,浙菜,1
糖醋虾,https://www.douguo.com/cookbook/1425320.html,"对虾,生姜,葱,花椒",4.9,小妖2000,https://cp1.douguo.com/upload/caiku/7/1/3/400x266_71caedf85d320f0c3dbe042976105a13.jpg,浙菜,4
青菜豆腐汤-迷迭香,https://www.douguo.com/cookbook/1398979.html,"青菜,豆腐",5.0,迷迭香Rosemary,https://cp1.douguo.com/upload/caiku/b/1/2/400x266_b1941792de320e2213180b3a16d92012.jpg,浙菜,2
螃蟹年糕--冬季暖身,https://www.douguo.com/cookbook/1079039.html,"年糕,螃蟹",4.8,香儿厨房,https://cp1.douguo.com/upload/caiku/0/7/4/400x266_07e6687112b5d8a28992829a264aefd4.jpg,浙菜,2
蒜苗炒腊肉,https://www.douguo.com/cookbook/1309016.html,"腊肉,蒜苗",4.6,18LS28xgl零落,https://cp1.douguo.com/upload/caiku/1/5/b/400x266_15c04fa20b76cd2c15340d6607aa81cb.jpg,浙菜,2
虾皮蛋羹,https://www.douguo.com/cookbook/1364476.html,"鸡蛋,水（蛋水比例1:1）,虾皮,色拉油",5.0,阅宝麻麻,https://cp1.douguo.com/upload/caiku/4/4/c/400x266_446ec7d6638809130036fcb1ddb9e49c.jpg,浙菜,4
西红柿牛腩,https://www.douguo.com/cookbook/1439203.html,"牛肉,西红柿",4.9,暖夫生活,https://cp1.douguo.com/upload/caiku/6/4/5/400x266_64897e219872d2864f3af467334c5df5.jpg,浙菜,2
清蒸多宝鱼,https://www.douguo.com/cookbook/1346226.html,"多宝鱼,生姜,葱,红椒",4.8,宝贝皊子,https://cp1.douguo.com/upload/caiku/f/4/3/400x266_f4e9d8b8b58196c6ae739f2ae8e1d003.jpeg,浙菜,4
过年必备之彩色年糕,https://www.douguo.com/cookbook/1115065.html,"糯米粉,红豆馅,水,熟南瓜,熟紫薯",4.7,升起的新阳,https://cp1.douguo.com/upload/caiku/e/4/1/400x266_e40087ef89c8a2b1f5e9b3e6adcff5c1.png,浙菜,5
蚝油炖牛腩,https://www.douguo.com/cookbook/986128.html,牛腩,4.8,香儿厨房,https://cp1.douguo.com/upload/caiku/2/d/4/400x266_2d78cabfe8bce5f043ed8dcffe2525f4.jpg,浙菜,1
懒人版糖醋排骨#苏泊尔电饭煲#,https://www.douguo.com/cookbook/1407629.html,"排骨,姜丝,冰糖,香醋,料酒,盐,熟白芝麻",4.7,小黠大痴,https://cp1.douguo.com/upload/caiku/c/a/0/400x266_cac584ec84a92572280627b9c086e2c0.jpeg,浙菜,7
杭椒炒肉,https://www.douguo.com/cookbook/246328.html,"杭椒,五花肉",4.6,粉红色长耳兔Elaine,https://cp1.douguo.com/upload/caiku/0/3/3/400x266_035d6c1edbe579338f598864116ff323.jpg,浙菜,2
蚝汁鲍鱼仔--内附处理活鲍鱼的方法,https://www.douguo.com/cookbook/1422122.html,"鲍鱼仔,葱姜蒜,蚝油,酱油,老抽,水淀粉",4.9,珊妮儿吃东西,https://cp1.douguo.com/upload/caiku/5/2/4/400x266_52b2312a5170db8ea17b730874ec2654.jpeg,浙菜,6
榨菜香干肉丝,https://www.douguo.com/cookbook/1085721.html,"乌江榨菜,豆干,青蒜,小米椒,猪肉丝,淀粉,料酒,盐,糖,葱姜,酱油",4.9,海燕的手艺,https://cp1.douguo.com/upload/caiku/e/6/d/400x266_e667fc04861788aa6079b4cd2f1c2c4d.jpg,浙菜,11
春天的味道－豌豆蘑菇炒春笋,https://www.douguo.com/cookbook/1340162.html,"春笋,蘑菇,豌豆,盐,糖",4.8,祎宸妈妈,https://cp1.douguo.com/upload/caiku/7/c/7/400x266_7c5ea6fe4da86b819dc16f3c98193f17.jpeg,浙菜,5
糖醋带鱼,https://www.douguo.com/cookbook/1450022.html,"大带鱼,生姜,大蒜,香葱,食用油,盐,料酒,酱油,白糖,陈醋,清水",4.7,doreen2015,https://cp1.douguo.com/upload/caiku/5/9/5/400x266_5937359bae3a38e6198c584170f8ff85.jpg,浙菜,11
什锦时蔬虾仁#黑人牙膏一招制胜#,https://www.douguo.com/cookbook/1370712.html,"河虾,红椒,青椒,胡萝卜,黄彩椒,洋葱,番茄,蒜籽,玉米油,盐,糖,白胡椒粉,鸡精,蛋清,淀粉,姜,小葱",4.9,jmy的私房菜,https://cp1.douguo.com/upload/caiku/f/9/a/400x266_f98444e0eb16bc52ed7d84e63f7b9d1a.jpeg,浙菜,17
香菇酿肉,https://www.douguo.com/cookbook/1441128.html,"肉馅,香菇,胡萝卜,玉米粒,虾仁",4.9,青朵,https://cp1.douguo.com/upload/caiku/9/b/1/400x266_9b2c2613e38c6f7b0e0cf8103962f561.jpeg,浙菜,5
煤球蛋糕~蒸着吃,https://www.douguo.com/cookbook/1336263.html,"鸡蛋（连壳60克）,糖粉,糯米粉,黑米（打磨成粉）",4.7,深蓝小米粥,https://cp1.douguo.com/upload/caiku/b/d/a/400x266_bd2254c938e0c12f01ef8334805208fa.jpg,浙菜,4
爽口解腻——凉拌藕片,https://www.douguo.com/cookbook/1340754.html,"莲藕,香辣榨菜,蒜头,蚝油,酱油,食用油,大葱,醋",4.6,吾爱烘焙_,https://cp1.douguo.com/upload/caiku/6/9/9/400x266_69cb64261fd913ca09749b562f184b99.jpg,浙菜,8
双椒炒虾仁#丘比沙拉汁#,https://www.douguo.com/cookbook/1423764.html,"鲜虾,青椒,红椒,玉米,丘比沙拉汁,盐,菜籽油",4.7,小C美食记,https://cp1.douguo.com/upload/caiku/6/2/2/400x266_625ca9d9e82f91a43d925c18e25e42e2.jpeg,浙菜,7
凉拌糖醋藕丝#我要上首页酸辣家常菜#,https://www.douguo.com/cookbook/1421657.html,"莲藕,辣椒,蒜,香菜,食用油,盐,糖,酱油,陈醋,熟芝麻",5.0,飘e,https://cp1.douguo.com/upload/caiku/7/9/c/400x266_79cbc183848e1094223bd43a1cbfe9ac.jpeg,浙菜,10
银耳百合莲子羹,https://www.douguo.com/cookbook/1470857.html,"银耳,干百合,莲子,红枣,枸杞,冰糖,清水",4.9,姝susie,https://cp1.douguo.com/upload/caiku/0/8/c/400x266_089ce62adb8b6264f732bbed6352b38c.jpg,浙菜,7
西红柿牛腩汤,https://www.douguo.com/cookbook/1294411.html,"牛腩,西红柿,葱姜蒜,八角,料酒,盐,糖,蕃茄酱,黑胡椒粉",4.9,418嘻嘻,https://cp1.douguo.com/upload/caiku/8/3/9/400x266_83b95d88851d7b52542fa4b6cdb19309.jpeg,浙菜,9
姜葱炒梭子蟹,https://www.douguo.com/cookbook/184600.html,"梭子蟹,姜,葱,蒜",4.8,臻妈美食厨房,https://cp1.douguo.com/upload/caiku/9/a/b/400x266_9a711e681cf32707ef6dd653362a38ab.jpg,浙菜,4
